Pathway-id	Pathway-name	Reaction-id	EC	Protein-id	Protein-name	Gene-id	Gene-name
PWY-6745	phytochelatins biosynthesis	2.3.2.15-RXN	EC-2.3.2.15	G2Z-10732-MONOMER	glutathione gamma-glutamylcysteinyltransferase	G2Z-10732	Manes.13G036700
PWY-6745	phytochelatins biosynthesis	2.3.2.15-RXN	EC-2.3.2.15	G2Z-11913-MONOMER	glutathione gamma-glutamylcysteinyltransferase	G2Z-11913	Manes.16G106400
PWY-695	abscisic acid biosynthesis	RXN1F-155	EC-5.3.99.9	G2Z-6999-MONOMER	neoxanthin synthase	G2Z-6999	Manes.02G068600
PWY-695	abscisic acid biosynthesis	RXN1F-155	EC-5.3.99.9	G2Z-10338-MONOMER	neoxanthin synthase	G2Z-10338	Manes.11G163700
PWY-695	abscisic acid biosynthesis	RXN-8074	EC-5.2.1	unknown	unknown	unknown	unknown
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-7436-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-7436	Manes.03G057800
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-7437-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-7437	Manes.03G057900
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-7438-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-7438	Manes.03G058000
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-7494-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-7494	Manes.03G083500
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-7616-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-7616	Manes.03G150400
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-11414-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-11414	Manes.15G050500
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-11513-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-11513	Manes.15G102000
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-11558-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-11558	Manes.15G122400
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-11675-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-11675	Manes.15G183500
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-11843-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-11843	Manes.16G076200
PWY-695	abscisic acid biosynthesis	RXN-698	EC-1.13.11.51	G2Z-12089-MONOMER	9-<i>cis</i>-epoxycarotenoid dioxygenase	G2Z-12089	Manes.17G071200
PWY-695	abscisic acid biosynthesis	1.2.3.14-RXN	EC-1.2.3.14	unknown	unknown	unknown	unknown
PWY-695	abscisic acid biosynthesis	1.1.1.288-RXN	EC-1.1.1.288	G2Z-8040-MONOMER	xanthoxin dehydrogenase	G2Z-8040	Manes.04G164700
PWY-695	abscisic acid biosynthesis	1.1.1.288-RXN	EC-1.1.1.288	G2Z-9622-MONOMER	xanthoxin dehydrogenase	G2Z-9622	Manes.09G113700
PWY-695	abscisic acid biosynthesis	1.1.1.288-RXN	EC-1.1.1.288	G2Z-10187-MONOMER	xanthoxin dehydrogenase	G2Z-10187	Manes.11G077300
PWY-695	abscisic acid biosynthesis	1.1.1.288-RXN	EC-1.1.1.288	G2Z-11597-MONOMER	xanthoxin dehydrogenase	G2Z-11597	Manes.15G140600
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	EC-2.1.1.14	G2Z-7810-MONOMER	cobalamin-independent homocysteine transmethylase	G2Z-7810	Manes.04G040700
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	EC-2.1.1.14	G2Z-9394-MONOMER	cobalamin-independent homocysteine transmethylase	G2Z-9394	Manes.08G154700
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	EC-2.1.1.14	G2Z-9667-MONOMER	cobalamin-independent homocysteine transmethylase	G2Z-9667	Manes.09G138200
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	EC-2.1.1.14	G2Z-10818-MONOMER		G2Z-10818	Manes.13G091000
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	RXN-7605	EC-2.1.1	unknown	unknown	unknown	unknown
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	ADENOSYLHOMOCYSTEINASE-RXN	EC-3.3.1.1	G2Z-7598-MONOMER	S-adenosylhomocysteine hydrolase	G2Z-7598	Manes.03G143900
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	ADENOSYLHOMOCYSTEINASE-RXN	EC-3.3.1.1	G2Z-11433-MONOMER	S-adenosylhomocysteine hydrolase	G2Z-11433	Manes.15G057000
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-6782-MONOMER	methionine adenosyltransferase	G2Z-6782	Manes.01G233200
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-6827-MONOMER	methionine adenosyltransferase	G2Z-6827	Manes.01G260300
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-7760-MONOMER	methionine adenosyltransferase	G2Z-7760	Manes.04G014500
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-8065-MONOMER	methionine adenosyltransferase	G2Z-8065	Manes.05G010500
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-9119-MONOMER	methionine adenosyltransferase	G2Z-9119	Manes.08G011500
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-9313-MONOMER	methionine adenosyltransferase	G2Z-9313	Manes.08G108200
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-9532-MONOMER	methionine adenosyltransferase	G2Z-9532	Manes.09G065200
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11263	EC-2.1.1	unknown	unknown	unknown	unknown
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11262	EC-1.14.99	unknown	unknown	unknown	unknown
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11261	EC-2.1.1	unknown	unknown	unknown	unknown
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11260	EC-1.14.99	unknown	unknown	unknown	unknown
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11259	EC-2.3.1	G2Z-7060-MONOMER	spermidine:feruloyl-CoA N-acyltransferase	G2Z-7060	Manes.02G096800
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11258	EC-2.3.1	G2Z-7060-MONOMER	spermidine:caffeoyl-CoA N-acyltransferase	G2Z-7060	Manes.02G096800
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11257	EC-2.3.1	G2Z-7060-MONOMER	spermidine:4-coumaroyl-CoA N-acyltransferase	G2Z-7060	Manes.02G096800
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	PWY-6457	-	unknown	unknown	unknown	unknown
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-10401-MONOMER	benzaldehyde dehydrogenase	G2Z-10401	Manes.12G030100
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-12212-MONOMER	benzaldehyde dehydrogenase	G2Z-12212	Manes.17G123000
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-12373-MONOMER		G2Z-12373	Manes.18G079000
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-12372-MONOMER		G2Z-12372	Manes.18G078900
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-11941-MONOMER		G2Z-11941	Manes.16G117200
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-11331-MONOMER		G2Z-11331	Manes.15G004800
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-11103-MONOMER		G2Z-11103	Manes.14G067600
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-10724-MONOMER	benzaldehyde dehydrogenase	G2Z-10724	Manes.13G031200
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-10078-MONOMER		G2Z-10078	Manes.11G018400
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-8008-MONOMER		G2Z-8008	Manes.04G146300
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-7200-MONOMER		G2Z-7200	Manes.02G165200
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-7069-MONOMER		G2Z-7069	Manes.02G100300
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-11942-MONOMER		G2Z-11942	Manes.16G117300
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-10967-MONOMER		G2Z-10967	Manes.14G002200
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-10077-MONOMER		G2Z-10077	Manes.11G017900
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-10076-MONOMER		G2Z-10076	Manes.11G017800
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28	G2Z-8788-MONOMER		G2Z-8788	Manes.06G165200
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	RXN-11278	-	unknown	unknown	unknown	unknown
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	RXN-2002	EC-4.2.1	unknown	unknown	unknown	unknown
PWY-3982	uracil degradation I (reductive)	BETA-UREIDOPROPIONASE-RXN	EC-3.5.1.6	G2Z-8909-MONOMER	&beta;-ureidopropionase	G2Z-8909	Manes.07G041800
PWY-3982	uracil degradation I (reductive)	DIHYDROPYRIMIDINASE-RXN	EC-3.5.2.2	G2Z-7149-MONOMER	dihydropyrimidinase	G2Z-7149	Manes.02G136500
PWY-3982	uracil degradation I (reductive)	DIHYDROPYRIMIDINASE-RXN	EC-3.5.2.2	G2Z-8468-MONOMER	dihydropyrimidinase	G2Z-8468	Manes.06G002900
PWY-3982	uracil degradation I (reductive)	1.3.1.2-RXN	EC-1.3.1.2	G2Z-8468-MONOMER	dihydropyrimidine dehydrogenase	G2Z-8468	Manes.06G002900
PWY-6303	methyl indole-3-acetate interconversion	RXN-10711	EC-3.1.1.1	G2Z-6525-MONOMER	methyl indole-3-acetate methylesterase	G2Z-6525	Manes.01G094500
PWY-6303	methyl indole-3-acetate interconversion	RXN-10711	EC-3.1.1.1	G2Z-9102-MONOMER	methyl indole-3-acetate methylesterase	G2Z-9102	Manes.07G141700
PWY-6303	methyl indole-3-acetate interconversion	RXN-10711	EC-3.1.1.1	G2Z-9761-MONOMER	methyl indole-3-acetate methylesterase	G2Z-9761	Manes.10G003600
PWY-6303	methyl indole-3-acetate interconversion	RXN-9825	EC-2.1.1.278	G2Z-7577-MONOMER	indole-3-acetate carboxyl methyltransferase	G2Z-7577	Manes.03G136100
PWY-6303	methyl indole-3-acetate interconversion	RXN-9825	EC-2.1.1.278	G2Z-11448-MONOMER	indole-3-acetate carboxyl methyltransferase	G2Z-11448	Manes.15G066100
PWY0-501	lipoate biosynthesis and incorporation I	RXN0-947	EC-2.3.1.181	G2Z-8369-MONOMER	octanoyl transferase	G2Z-8369	Manes.05G166100
PWY0-501	lipoate biosynthesis and incorporation I	RXN0-947	EC-2.3.1.181	G2Z-10994-MONOMER	octanoyl transferase	G2Z-10994	Manes.14G015200
PWY0-501	lipoate biosynthesis and incorporation I	RXN0-949	EC-2.8.1.8	G2Z-8037-MONOMER	lipoyl synthase	G2Z-8037	Manes.04G160700
PWY0-501	lipoate biosynthesis and incorporation I	RXN0-949	EC-2.8.1.8	G2Z-10952-MONOMER	lipoyl synthase	G2Z-10952	Manes.13G149900
PWY-3461	L-tyrosine biosynthesis II	RXN-5682	EC-1.3.1.78	G2Z-7944-MONOMER	arogenate dehydrogenase	G2Z-7944	Manes.04G109800
PWY-3461	L-tyrosine biosynthesis II	RXN-5682	EC-1.3.1.78	G2Z-10157-MONOMER	arogenate dehydrogenase	G2Z-10157	Manes.11G060800
PWY-3461	L-tyrosine biosynthesis II	RXN-5682	EC-1.3.1.78	G2Z-11204-MONOMER	arogenate dehydrogenase	G2Z-11204	Manes.14G118400
PWY-3461	L-tyrosine biosynthesis II	PREPHENATE-TRANSAMINE-RXN	EC-2.6.1.79	G2Z-10606-MONOMER	prephenate aminotransferase	G2Z-10606	Manes.12G138300
PWY-3461	L-tyrosine biosynthesis II	CHORISMATEMUT-RXN	EC-5.4.99.5	G2Z-6409-MONOMER	chorismate mutase	G2Z-6409	Manes.01G030900
PWY-3461	L-tyrosine biosynthesis II	CHORISMATEMUT-RXN	EC-5.4.99.5	G2Z-6541-MONOMER	chorismate mutase	G2Z-6541	Manes.01G099900
PWY-3461	L-tyrosine biosynthesis II	CHORISMATEMUT-RXN	EC-5.4.99.5	G2Z-6967-MONOMER	chorismate mutase	G2Z-6967	Manes.02G050200
PWY-3461	L-tyrosine biosynthesis II	CHORISMATEMUT-RXN	EC-5.4.99.5	G2Z-11964-MONOMER	chorismate mutase	G2Z-11964	Manes.16G129300
PWY-5670	epoxysqualene biosynthesis	RXN-13162	EC-2.5.1.21	G2Z-12201-MONOMER	squalene synthase	G2Z-12201	Manes.17G117500
PWY-5670	epoxysqualene biosynthesis	RXN-13162	EC-2.5.1.21	G2Z-10211-MONOMER	squalene synthase	G2Z-10211	Manes.11G092200
PWY-5670	epoxysqualene biosynthesis	RXN-13162	EC-2.5.1.21	G2Z-10210-MONOMER	squalene synthase	G2Z-10210	Manes.11G092100
PWY-5670	epoxysqualene biosynthesis	RXN-13162	EC-2.5.1.21	G2Z-7896-MONOMER	squalene synthase	G2Z-7896	Manes.04G084600
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-8414-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-8414	Manes.05G184200
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-8919-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-8919	Manes.07G049600
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-8929-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-8929	Manes.07G052200
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-9927-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-9927	Manes.10G088600
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-9928-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-9928	Manes.10G088700
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-9929-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-9929	Manes.10G088900
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-9930-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-9930	Manes.10G089100
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-10560-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-10560	Manes.12G118000
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-10869-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-10869	Manes.13G108200
PWY-5670	epoxysqualene biosynthesis	SQUALENE-MONOOXYGENASE-RXN	EC-1.14.14.17	G2Z-12314-MONOMER	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)	G2Z-12314	Manes.18G050300
PWY4FS-12	VTC2 cycle	RXN-1882	EC-5.1.3.18	G2Z-11382-MONOMER	GDP-D-mannose:GDP-L-gulose epimerase	G2Z-11382	Manes.15G034700
PWY4FS-12	VTC2 cycle	RXN-1882	EC-5.1.3.18	G2Z-9690-MONOMER	GDP-D-mannose:GDP-L-gulose epimerase	G2Z-9690	Manes.09G153400
PWY4FS-12	VTC2 cycle	RXN-1882	EC-5.1.3.18	G2Z-9363-MONOMER	GDP-D-mannose:GDP-L-gulose epimerase	G2Z-9363	Manes.08G134400
PWY4FS-12	VTC2 cycle	RXN4FS-12	-	G2Z-6569-MONOMER	GDP-L-galactose:mannose-1-phosphate guanylyltransferase	G2Z-6569	Manes.01G116800
PWY4FS-12	VTC2 cycle	RXN4FS-12	-	G2Z-7569-MONOMER	GDP-L-galactose:mannose-1-phosphate guanylyltransferase	G2Z-7569	Manes.03G132900
PWY4FS-12	VTC2 cycle	RXN4FS-12	-	G2Z-11219-MONOMER	GDP-L-galactose:mannose-1-phosphate guanylyltransferase	G2Z-11219	Manes.14G123900
PWY4FS-12	VTC2 cycle	RXN4FS-12	-	G2Z-11453-MONOMER	GDP-L-galactose:mannose-1-phosphate guanylyltransferase	G2Z-11453	Manes.15G067700
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	URUR-RXN	EC-3.5.3.26	G2Z-6516-MONOMER	(S)-ureidoglycine aminohydrolase	G2Z-6516	Manes.01G089000
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	ALLANTOATE-DEIMINASE-RXN	EC-3.5.3.9	G2Z-11786-MONOMER	allantoate amidohydrolase	G2Z-11786	Manes.16G050400
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	ALLANTOINASE-RXN	EC-3.5.2.5	G2Z-11743-MONOMER	allantoinase	G2Z-11743	Manes.16G026300
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-6370-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-6370	Manes.01G016600
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9344-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9344	Manes.08G127100
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9345-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9345	Manes.08G127200
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9346-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9346	Manes.08G127300
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9388-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9388	Manes.08G151200
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9697-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9697	Manes.09G157100
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9698-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9698	Manes.09G157300
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-11372-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-11372	Manes.15G029400
CYSTSYN-PWY	L-cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	EC-2.3.1.30	G2Z-7097-MONOMER	serine acetyltransferase	G2Z-7097	Manes.02G112600
CYSTSYN-PWY	L-cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	EC-2.3.1.30	G2Z-7380-MONOMER	serine acetyltransferase	G2Z-7380	Manes.03G031800
CYSTSYN-PWY	L-cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	EC-2.3.1.30	G2Z-7584-MONOMER	serine acetyltransferase	G2Z-7584	Manes.03G139000
CYSTSYN-PWY	L-cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	EC-2.3.1.30	G2Z-11441-MONOMER	serine acetyltransferase	G2Z-11441	Manes.15G062000
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-165	EC-1.14.11	G2Z-6504-MONOMER	GA9 3&beta;-hydroxylase	G2Z-6504	Manes.01G084000
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-165	EC-1.14.11	G2Z-6903-MONOMER	GA9 3&beta;-hydroxylase	G2Z-6903	Manes.02G019500
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN-6541	EC-1.14.11	unknown	unknown	unknown	unknown
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-99	EC-1.14.11	G2Z-7847-MONOMER	(gibberellin-24), 2-oxoglutarate:oxygen oxidoreductase	G2Z-7847	Manes.04G056500
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-99	EC-1.14.11	G2Z-11605-MONOMER	(gibberellin-24), 2-oxoglutarate:oxygen oxidoreductase	G2Z-11605	Manes.15G144300
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN-6523	EC-1.14.11	unknown	unknown	unknown	unknown
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-164	EC-1.14.11	G2Z-6834-MONOMER	(gibberellin-24), 2-oxoglutarate:oxygen oxidoreductase	G2Z-6834	Manes.01G264100
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-164	EC-1.14.11	G2Z-7847-MONOMER	(gibberellin-24), 2-oxoglutarate:oxygen oxidoreductase	G2Z-7847	Manes.04G056500
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-164	EC-1.14.11	G2Z-8129-MONOMER	(gibberellin-24), 2-oxoglutarate:oxygen oxidoreductase	G2Z-8129	Manes.05G042300
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-163	EC-1.14.11	G2Z-6834-MONOMER	(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase	G2Z-6834	Manes.01G264100
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-163	EC-1.14.11	G2Z-7847-MONOMER	(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase	G2Z-7847	Manes.04G056500
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-163	EC-1.14.11	G2Z-8129-MONOMER	(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase	G2Z-8129	Manes.05G042300
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-163	EC-1.14.11	G2Z-8739-MONOMER	(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase	G2Z-8739	Manes.06G141200
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-163	EC-1.14.11	G2Z-11023-MONOMER	(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase	G2Z-11023	Manes.14G031200
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-163	EC-1.14.11	G2Z-11605-MONOMER	(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase	G2Z-11605	Manes.15G144300
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-162	EC-1.14.11	G2Z-6834-MONOMER	(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase	G2Z-6834	Manes.01G264100
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-162	EC-1.14.11	G2Z-7847-MONOMER	(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase	G2Z-7847	Manes.04G056500
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-162	EC-1.14.11	G2Z-8129-MONOMER	(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase	G2Z-8129	Manes.05G042300
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-162	EC-1.14.11	G2Z-8739-MONOMER	(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase	G2Z-8739	Manes.06G141200
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-162	EC-1.14.11	G2Z-11023-MONOMER	(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase	G2Z-11023	Manes.14G031200
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	RXN1F-162	EC-1.14.11	G2Z-11605-MONOMER	(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase	G2Z-11605	Manes.15G144300
PWY-6124	inosine-5'-phosphate biosynthesis II	IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10	G2Z-9193-MONOMER	IMP cyclohydrolase	G2Z-9193	Manes.08G044300
